DCGB-OSM-NODE-7778067710	-3.0382722	51.5550188	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/7778067710	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-7829977772	0.1508622	52.230127	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/7829977772	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-8242627702	-0.7662159	51.3332585	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/8242627702	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-8325036723	-1.2456113	50.8678009	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/8325036723	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-8721229187	-2.2699405	53.003893	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/8721229187	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-9253910552	-2.1601492	57.1525691	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/9253910552	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-9458930462	0.6447764	51.5701871	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/9458930462	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-10029665515	-2.9105618	51.3580017	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/10029665515	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-11064014638	-1.4850823	53.3808925	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/11064014638	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-11161995738	-3.0376928	51.5556071	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/11161995738	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-11162004018	-3.2290026	51.6293335	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/11162004018	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-11167049138	-1.4793848	53.375805	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/11167049138	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-11640787539	-0.0009807	51.5206017	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/11640787539	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-11902288339	-0.7820534	51.4138607	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/11902288339	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-11902392009	-1.7641017	51.5240279	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/11902392009	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-12292494768	-3.2939051	55.9282626	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/12292494768	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-12300408592	-4.2651336	55.8613892	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/12300408592	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-12303136063	-2.2363205	53.4642039	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/12303136063	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-12303136064	-2.2377018	53.4615004	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/12303136064	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-12512246491	-1.2521857	51.759604	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/12512246491	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-12641413062	-1.1664407	50.8482468	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/12641413062	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-13179027944	-5.9202218	54.6047075	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/13179027944	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-13596137356	-1.8749448	50.7219006	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/13596137356	"SOURCE_ELEMENT_ONLY
DCGB-OSM-NODE-13655340206	-1.3152153	54.5514292	OPERATIONAL_OR_UNSPECIFIED	https://www.openstreetmap.org/node/13655340206	"SOURCE_ELEMENT_ONLY
