-0.0110653	51.4998389	Digital Realty LHR20
-0.0419907	51.1354635	Unknown Data Centre
-2.988063	53.6265451	Hibernia Southport Cable Landing Station
-1.3772477	53.7032569	Unknown Data Centre
0.0300078	51.4935168	Six Degrees Data Centre
0.0310638	51.4937101	Six Degrees Data Centre
-0.6333195	51.5267957	Iron Mountain London LON-1
-1.8848533	53.7091115	Unknown Data Centre
-1.883349	53.7084196	Unknown Data Centre
-5.6632114	50.0559198	Cable & Wireless Cable Landing Station
-1.2089785	52.5833804	Unknown Data Centre
-0.6160237	51.5170188	NTT Slough
-0.6179162	51.516456	Digital Realty LHR26
-0.6162721	51.51557	Kao Data KLON-06
-0.6188497	51.5167148	Digital Realty LHR27
-5.6750341	50.0806326	Whitesands Cable Landing Station
-5.6847891	50.0747561	Unknown Data Centre
-5.6771037	50.0697925	Unknown Data Centre
-5.675187	50.0811692	ESAT 1 Cable Landing Station
-4.5411409	50.8208817	Level3 Cable Landing Station
-4.5306872	50.8198683	TAT14 Cable Landing Station
-4.5325627	50.8208195	Unknown Data Centre
-4.5278305	50.8211577	Unknown Data Centre
-0.7790299	51.6199	Unknown Data Centre
-0.6213452	51.5228223	VIRTUS Slough London 3 and 4
-0.4271464	51.5067717	UBS Data Centre
-0.6209389	51.5214331	Virtus London 10
-0.6171466	51.5229154	Lumen
-0.2558966	51.5300072	Unknown Data Centre
-0.7553817	52.0550736	Pulsant Milton Keynes SE-1
-0.7572426	52.0546866	Unknown Data Centre
-1.2904722	51.3770297	Venture West
1.2963278	51.271195	The Bunker - South East Data Centre
-0.1596895	51.2477532	Unit 1
-0.1572905	51.2479408	Unit 3
-0.1586246	51.2476379	Unit 2
-0.4276473	51.6428492	The Chess Building
0.4848784	51.5866746	Imperium 315
-3.9525146	55.8344313	DataVita DV1
-0.0005474	51.5121049	Telehouse North Two
-0.645899	52.516024	The Horizon Centre
-2.4858019	51.8715292	DXC Technology
-0.5013188	51.8977355	Unknown Data Centre
-2.2185032	51.4187452	Ark Data Centres
-2.2205758	51.4183627	Ark Data Centres
-2.22305	51.4184644	Ark Data Centres
-0.176786	51.12907	Digital Realty LGW16
-0.919028	52.234194	Hellermann Tyton Data
-2.1790008	53.4082158	CDL Strata Campus Data Centre
-0.6245867	51.5222507	Unknown Data Centre
-0.6239391	51.523045	CyrusOne London 1
0.1292881	51.7691716	Kao Data KLON-01
-0.6246734	51.5222992	Equinix LD10
-0.1761628	51.1274257	Digital Realty LGW15
-2.1768304	53.4683964	Unknown Data Centre
-0.63761	51.5239361	Equinix LD12
-0.6269396	51.525944	CyrusOne LON3
-0.621693	51.5220534	Virtus London 3
-0.4538102	51.5105687	Virtus London6
-0.4542871	51.5095441	Virtus London5
-0.4566535	51.5108817	Virtus London7
-0.2608292	51.5347469	Unknown Data Centre
-0.257339	51.5312555	Unknown Data Centre
-0.2576058	51.5319396	Equinix LD9
-1.3811263	52.5409438	Unknown Data Centre
-0.6352072	51.5245814	Equinix LD6
-0.4045035	51.4964027	VIRTUS LONDON2
-0.6019958	51.1864311	Surrey Data Park
-2.2586128	53.3791499	Delta House
0.5472057	51.2788289	CXD Infrastructure Solutions
-3.58071	51.4918316	CGI Datacenter
-0.634531	51.5255429	Equinix LD7
-0.6282758	51.5194824	China Mobile Slough
-1.5039339	55.0171282	Stellium Newcastle Campus
-0.6289481	51.5165511	CryrusOne LON4
-0.6189915	51.5188766	VIRTUS LONDON9
-0.0488561	51.6961913	Google Datacentre Waltham Cross
-6.6854864	55.1534451	Prescient Coleraine
0.1757476	51.5474545	NTT London 1
-1.2100338	52.578887	Unknown Data Centre
-1.2062397	52.5796263	Unknown Data Centre
-0.7972979	51.2817675	Unknown Data Centre
-0.7961314	51.2824757	Unknown Data Centre
-0.7957685	51.2821	Unknown Data Centre
-0.7954006	51.2817263	Unknown Data Centre
-0.7945139	51.2824377	Unknown Data Centre
-0.4571888	51.5097605	Virtus London8
0.0565064	52.5837453	Positive Park
-2.9733309	53.3433136	nLighten Edge Data Centre Liverpool
-1.2500233	50.9067432	Regit4u
-2.3049271	53.5077832	Evolution @ Agecroft Commerce Park
-2.3045891	53.5062901	Evolution @ Agecroft Commerce Park
-0.6270685	51.515931	CryrusOne LON5
-0.4292808	51.7572082	Unknown Data Centre
-2.2194847	51.4174316	Unknown Data Centre
-2.2197302	51.4177591	Unknown Data Centre
0.0233541	51.5166504	Virtual Internet UK
-2.1566924	52.2058954	Unknown Data Centre
-1.0320237	54.5917636	Unknown Data Centre
-1.7643629	51.5240125	AWS Swindon Data Centre
-1.2350678	54.5785009	Unknown Data Centre
-0.7819399	51.4138567	Amazon Web Services
-0.7981341	51.2807055	Unknown Data Centre
-3.0327479	51.554789	Vantage Data Centers - CWL13
-3.0404591	51.5509775	Microsoft Newport data centre
-0.818456	51.8879741	Unknown Data Centre
-1.2615655	51.6173524	AWS Didcot Data Centre
-2.0305574	52.5473033	Hutchison 3G
0.5502103	52.3988688	Unknown Data Centre
0.1293794	51.7701046	Kao Data KLON-02
-0.626252	51.5189576	VIRTUS London 11
0.0025166	51.5424593	Tata Stratford
-2.0210407	52.5297368	EE Data Centre
-0.5946346	51.3805356	Longcross Park
-0.0148988	51.4981784	Equinix LD8
-0.0865103	51.5242569	Digital Realty LHR18
-0.6183615	51.5176697	Global Technical Realty London GB One
-0.7960565	51.2805849	Datum Farnborough Data Centre
-3.2933933	55.9297598	Pulsant Edinburgh SC-1
